"ID1" "ID2" "ID3" "ID4" "ID5" "ID6" "ID7" "ID8" "ID9" "ID10" "ID11" "ID12" "ID13" "ID14" "ID15" "ID16" "ID17" "ID18" "ID19" "ID20" "ID21" "ID22" "ID23" "ID24" "ID25" "ID26" "ID27" "ID28" "ID29" "ID30" "ID31" "ID32" "ID33" "ID34" "ID35" "ID36" "ID37" "ID38" "ID39" "ID40" "ID41" "ID42" "ID43" "ID44" "ID45" "ID46" "ID47" "ID48" "ID49" "ID50" "ID51" "ID52" "ID53" "ID54" "ID55" "ID56" "ID57" "ID58" "ID59" "ID60" "ID61" "ID62" "ID63" "ID64" "ID65" "ID66" "ID67" "ID68" "ID69" "ID70" "ID71" "ID72" "ID73" "ID74" "ID75" "ID76" "ID77" "ID78" "ID79" "ID80" "ID81" "ID82" "ID83" "ID84" "ID85" "ID86" "ID87" "ID88" "ID89" "ID90" "ID91" "ID92" "ID93" "ID94" "ID95" "ID96" "ID97" "ID98" "ID99" "ID100" "ID101" "ID102" "ID103" "ID104" "ID105" "ID106" "ID107" "ID108" "ID109" "ID110" "ID111" "ID112" "ID113" "ID114" "ID115" "ID116" "ID117" "ID118" "ID119" "ID120" "ID121" "ID122" "ID123" "ID124" "ID125" "ID126" "ID127" "ID128" "ID129" "ID130" "ID131" "ID132" "ID133" "ID134" "ID135" "ID136" "ID137" "ID138" "ID139" "ID140" "ID141" "ID142" "ID143" "ID144" "ID145" "ID146" "ID147" "ID148" "ID149" "ID150" "ID151" "ID152" "ID153" "ID154" "ID155" "ID156" "ID157" "ID158" "ID159" "ID160" "ID161" "ID162" "ID163" "ID164" "ID165" "ID166" "ID167" "ID168" "ID169" "ID170" "ID171" "ID172" "ID173" "ID174" "ID175" "ID176" "ID177" "ID178" "ID179" "ID180" "ID181" "ID182" "ID183" "ID184" "ID185" "ID186" "ID187" "ID188" "ID189" "ID190" "ID191" "ID192" "ID193" "ID194" "ID195" "ID196" "ID197" "ID198" "ID199" "ID200" "ID201" "ID202" "ID203" "ID204" "ID205" "ID206" "ID207" "ID208" "ID209" "ID210" "ID211" "ID212" "ID213" "ID214" "ID215" "ID216" "ID217" "ID218" "ID219" "ID220" "ID221" "ID222" "ID223" "ID224" "ID225" "ID226" "ID227" "ID228" "ID229" "ID230" "ID231" "ID232" "ID233" "ID234" "ID235" "ID236" "ID237" "ID238" "ID239" "ID240" "ID241" "ID242" "ID243" "ID244" "ID245" "ID246" "ID247" "ID248" "ID249" "ID250" "ID251" "ID252" "ID253" "ID254" "ID255" "ID256" "ID257" "ID258" "ID259" "ID260" "ID261" "ID262" "ID263" "ID264" "ID265" "ID266" "ID267" "ID268" "ID269" "ID270" "ID271" "ID272" "ID273" "ID274" "ID275" "ID276" "ID277" "ID278" "ID279" "ID280" "ID281" "ID282" "ID283" "ID284" "ID285" "ID286" "ID287" "ID288" "ID289" "ID290" "ID291" "ID292" "ID293" "ID294" "ID295" "ID296" "ID297" "ID298" "ID299" "ID300" "ID301" "ID302" "ID303" "ID304" "ID305" "ID306" "ID307" "ID308" "ID309" "ID310" "ID311" "ID312" "ID313" "ID314" "ID315" "ID316" "ID317" "ID318" "ID319" "ID320" "ID321" "ID322" "ID323" "ID324" "ID325" "ID326" "ID327" "ID328" "ID329" "ID330" "ID331" "ID332" "ID333" "ID334" "ID335" "ID336" "ID337" "ID338" "ID339" "ID340" "ID341" "ID342" "ID343" "ID344" "ID345" "ID346" "ID347" "ID348" "ID349" "ID350" "ID351" "ID352" "ID353" "ID354" "ID355" "ID356" "ID357"
"ID269" 15 15 15 15 15 15 15 15 15 15 16 16 17 17 18 18 14 14 14 14 14 14 14 14 14 15 15 16 16 17 17 14 13 13 13 13 13 13 13 13 14 14 15 15 16 16 17 13 12 12 12 12 12 12 12 13 13 14 14 15 15 16 12 12 12 11 11 11 11 12 12 12 13 13 14 14 15 15 11 11 11 10 10 10 11 11 11 12 12 13 13 14 14 11 10 10 10 10 10 10 10 10 11 11 12 12 13 13 14 10 9 9 9 9 9 9 9 10 10 11 11 12 12 13 9 9 8 8 8 8 8 8 9 9 10 10 11 12 12 13 8 8 7 7 7 7 7 8 8 9 9 10 11 11 12 8 7 7 6 6 6 6 7 7 8 8 9 10 10 11 12 7 6 6 5 5 5 6 6 7 7 8 9 10 10 11 6 6 5 5 4 4 5 5 6 6 7 8 9 10 10 11 5 5 4 4 3 4 4 5 5 6 7 8 9 10 11 5 4 4 3 3 3 3 4 4 5 6 7 8 9 10 11 4 3 3 2 2 2 3 3 4 5 6 7 8 9 10 5 4 3 2 1 1 2 3 4 5 6 7 8 9 10 11 4 3 2 1 0 1 2 3 4 5 6 7 8 9 10 5 4 3 2 1 1 2 3 4 5 6 7 8 9 10 11 4 3 3 2 2 2 3 3 4 5 6 7 8 9 10 5 4 4 3 3 3 3 4 4 5 6 7 8 9 10 11 5 5 4 4 3 4 4 5 5 6 7 8 9 10 11 6 6 5 5 4 4 5 5 6 6 7 8 9 10 10 11
"ID270" 16 15 15 15 15 15 15 15 15 15 15 16 16 17 17 18 15 14 14 14 14 14 14 14 14 14 15 15 16 16 17 14 14 13 13 13 13 13 13 13 13 14 14 15 15 16 16 13 13 12 12 12 12 12 12 12 13 13 14 14 15 15 13 12 12 12 11 11 11 11 12 12 12 13 13 14 14 15 12 11 11 11 10 10 10 11 11 11 12 12 13 13 14 11 11 10 10 10 10 10 10 10 10 11 11 12 12 13 13 10 10 9 9 9 9 9 9 9 10 10 11 11 12 12 10 9 9 8 8 8 8 8 8 9 9 10 10 11 12 12 9 8 8 7 7 7 7 7 8 8 9 9 10 11 11 8 8 7 7 6 6 6 6 7 7 8 8 9 10 10 11 7 7 6 6 5 5 5 6 6 7 7 8 9 10 10 7 6 6 5 5 4 4 5 5 6 6 7 8 9 10 10 6 5 5 4 4 3 4 4 5 5 6 7 8 9 10 6 5 4 4 3 3 3 3 4 4 5 6 7 8 9 10 5 4 3 3 2 2 2 3 3 4 5 6 7 8 9 6 5 4 3 2 1 1 2 3 4 5 6 7 8 9 10 5 4 3 2 1 0 1 2 3 4 5 6 7 8 9 6 5 4 3 2 1 1 2 3 4 5 6 7 8 9 10 5 4 3 3 2 2 2 3 3 4 5 6 7 8 9 6 5 4 4 3 3 3 3 4 4 5 6 7 8 9 10 6 5 5 4 4 3 4 4 5 5 6 7 8 9 10 7 6 6 5 5 4 4 5 5 6 6 7 8 9 10 10
"ID271" 16 16 15 15 15 15 15 15 15 15 15 15 16 16 17 17 15 15 14 14 14 14 14 14 14 14 14 15 15 16 16 15 14 14 13 13 13 13 13 13 13 13 14 14 15 15 16 14 13 13 12 12 12 12 12 12 12 13 13 14 14 15 13 13 12 12 12 11 11 11 11 12 12 12 13 13 14 14 12 12 11 11 11 10 10 10 11 11 11 12 12 13 13 12 11 11 10 10 10 10 10 10 10 10 11 11 12 12 13 11 10 10 9 9 9 9 9 9 9 10 10 11 11 12 10 10 9 9 8 8 8 8 8 8 9 9 10 10 11 12 9 9 8 8 7 7 7 7 7 8 8 9 9 10 11 9 8 8 7 7 6 6 6 6 7 7 8 8 9 10 10 8 7 7 6 6 5 5 5 6 6 7 7 8 9 10 8 7 6 6 5 5 4 4 5 5 6 6 7 8 9 10 7 6 5 5 4 4 3 4 4 5 5 6 7 8 9 7 6 5 4 4 3 3 3 3 4 4 5 6 7 8 9 6 5 4 3 3 2 2 2 3 3 4 5 6 7 8 7 6 5 4 3 2 1 1 2 3 4 5 6 7 8 9 6 5 4 3 2 1 0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 1 2 3 4 5 6 7 8 9 6 5 4 3 3 2 2 2 3 3 4 5 6 7 8 7 6 5 4 4 3 3 3 3 4 4 5 6 7 8 9 7 6 5 5 4 4 3 4 4 5 5 6 7 8 9 8 7 6 6 5 5 4 4 5 5 6 6 7 8 9 10
"ID272" 17 16 16 15 15 15 15 15 15 15 15 15 15 16 16 17 16 15 15 14 14 14 14 14 14 14 14 14 15 15 16 15 15 14 14 13 13 13 13 13 13 13 13 14 14 15 15 14 14 13 13 12 12 12 12 12 12 12 13 13 14 14 14 13 13 12 12 12 11 11 11 11 12 12 12 13 13 14 13 12 12 11 11 11 10 10 10 11 11 11 12 12 13 12 12 11 11 10 10 10 10 10 10 10 10 11 11 12 12 11 11 10 10 9 9 9 9 9 9 9 10 10 11 11 11 10 10 9 9 8 8 8 8 8 8 9 9 10 10 11 10 9 9 8 8 7 7 7 7 7 8 8 9 9 10 10 9 8 8 7 7 6 6 6 6 7 7 8 8 9 10 9 8 7 7 6 6 5 5 5 6 6 7 7 8 9 9 8 7 6 6 5 5 4 4 5 5 6 6 7 8 9 8 7 6 5 5 4 4 3 4 4 5 5 6 7 8 8 7 6 5 4 4 3 3 3 3 4 4 5 6 7 8 7 6 5 4 3 3 2 2 2 3 3 4 5 6 7 8 7 6 5 4 3 2 1 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 1 2 3 4 5 6 7 8 7 6 5 4 3 3 2 2 2 3 3 4 5 6 7 8 7 6 5 4 4 3 3 3 3 4 4 5 6 7 8 8 7 6 5 5 4 4 3 4 4 5 5 6 7 8 9 8 7 6 6 5 5 4 4 5 5 6 6 7 8 9
"ID273" 17 17 16 16 15 15 15 15 15 15 15 15 15 15 16 16 16 16 15 15 14 14 14 14 14 14 14 14 14 15 15 16 15 15 14 14 13 13 13 13 13 13 13 13 14 14 15 15 14 14 13 13 12 12 12 12 12 12 12 13 13 14 14 14 13 13 12 12 12 11 11 11 11 12 12 12 13 13 13 13 12 12 11 11 11 10 10 10 11 11 11 12 12 13 12 12 11 11 10 10 10 10 10 10 10 10 11 11 12 12 11 11 10 10 9 9 9 9 9 9 9 10 10 11 12 11 10 10 9 9 8 8 8 8 8 8 9 9 10 10 11 10 9 9 8 8 7 7 7 7 7 8 8 9 9 10 10 9 8 8 7 7 6 6 6 6 7 7 8 8 9 10 9 8 7 7 6 6 5 5 5 6 6 7 7 8 10 9 8 7 6 6 5 5 4 4 5 5 6 6 7 8 9 8 7 6 5 5 4 4 3 4 4 5 5 6 7 9 8 7 6 5 4 4 3 3 3 3 4 4 5 6 7 8 7 6 5 4 3 3 2 2 2 3 3 4 5 6 9 8 7 6 5 4 3 2 1 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0 1 2 3 4 5 6 9 8 7 6 5 4 3 2 1 1 2 3 4 5 6 7 8 7 6 5 4 3 3 2 2 2 3 3 4 5 6 9 8 7 6 5 4 4 3 3 3 3 4 4 5 6 7 9 8 7 6 5 5 4 4 3 4 4 5 5 6 7 10 9 8 7 6 6 5 5 4 4 5 5 6 6 7 8
"ID274" 18 17 17 16 16 15 15 15 15 15 15 15 15 15 15 16 17 16 16 15 15 14 14 14 14 14 14 14 14 14 15 16 16 15 15 14 14 13 13 13 13 13 13 13 13 14 14 15 15 14 14 13 13 12 12 12 12 12 12 12 13 13 15 14 14 13 13 12 12 12 11 11 11 11 12 12 12 13 14 13 13 12 12 11 11 11 10 10 10 11 11 11 12 13 13 12 12 11 11 10 10 10 10 10 10 10 10 11 11 12 12 11 11 10 10 9 9 9 9 9 9 9 10 10 12 12 11 10 10 9 9 8 8 8 8 8 8 9 9 10 11 11 10 9 9 8 8 7 7 7 7 7 8 8 9 11 10 10 9 8 8 7 7 6 6 6 6 7 7 8 8 10 10 9 8 7 7 6 6 5 5 5 6 6 7 7 10 10 9 8 7 6 6 5 5 4 4 5 5 6 6 7 10 9 8 7 6 5 5 4 4 3 4 4 5 5 6 10 9 8 7 6 5 4 4 3 3 3 3 4 4 5 6 9 8 7 6 5 4 3 3 2 2 2 3 3 4 5 10 9 8 7 6 5 4 3 2 1 1 2 3 4 5 6 9 8 7 6 5 4 3 2 1 0 1 2 3 4 5 10 9 8 7 6 5 4 3 2 1 1 2 3 4 5 6 9 8 7 6 5 4 3 3 2 2 2 3 3 4 5 10 9 8 7 6 5 4 4 3 3 3 3 4 4 5 6 10 9 8 7 6 5 5 4 4 3 4 4 5 5 6 10 10 9 8 7 6 6 5 5 4 4 5 5 6 6 7
"ID275" 18 18 17 17 16 16 15 15 15 15 15 15 15 15 15 15 17 17 16 16 15 15 14 14 14 14 14 14 14 14 14 17 16 16 15 15 14 14 13 13 13 13 13 13 13 13 14 16 15 15 14 14 13 13 12 12 12 12 12 12 12 13 15 15 14 14 13 13 12 12 12 11 11 11 11 12 12 12 14 14 13 13 12 12 11 11 11 10 10 10 11 11 11 14 13 13 12 12 11 11 10 10 10 10 10 10 10 10 11 13 12 12 11 11 10 10 9 9 9 9 9 9 9 10 13 12 12 11 10 10 9 9 8 8 8 8 8 8 9 9 12 11 11 10 9 9 8 8 7 7 7 7 7 8 8 12 11 10 10 9 8 8 7 7 6 6 6 6 7 7 8 11 10 10 9 8 7 7 6 6 5 5 5 6 6 7 11 10 10 9 8 7 6 6 5 5 4 4 5 5 6 6 11 10 9 8 7 6 5 5 4 4 3 4 4 5 5 11 10 9 8 7 6 5 4 4 3 3 3 3 4 4 5 10 9 8 7 6 5 4 3 3 2 2 2 3 3 4 11 10 9 8 7 6 5 4 3 2 1 1 2 3 4 5 10 9 8 7 6 5 4 3 2 1 0 1 2 3 4 11 10 9 8 7 6 5 4 3 2 1 1 2 3 4 5 10 9 8 7 6 5 4 3 3 2 2 2 3 3 4 11 10 9 8 7 6 5 4 4 3 3 3 3 4 4 5 11 10 9 8 7 6 5 5 4 4 3 4 4 5 5 11 10 10 9 8 7 6 6 5 5 4 4 5 5 6 6
"ID276" 19 18 18 17 17 16 16 15 15 15 15 15 15 15 15 15 18 17 17 16 16 15 15 14 14 14 14 14 14 14 14 17 17 16 16 15 15 14 14 13 13 13 13 13 13 13 13 16 16 15 15 14 14 13 13 12 12 12 12 12 12 12 16 15 15 14 14 13 13 12 12 12 11 11 11 11 12 12 15 14 14 13 13 12 12 11 11 11 10 10 10 11 11 15 14 13 13 12 12 11 11 10 10 10 10 10 10 10 10 14 13 12 12 11 11 10 10 9 9 9 9 9 9 9 14 13 12 12 11 10 10 9 9 8 8 8 8 8 8 9 13 12 11 11 10 9 9 8 8 7 7 7 7 7 8 13 12 11 10 10 9 8 8 7 7 6 6 6 6 7 7 12 11 10 10 9 8 7 7 6 6 5 5 5 6 6 12 11 10 10 9 8 7 6 6 5 5 4 4 5 5 6 12 11 10 9 8 7 6 5 5 4 4 3 4 4 5 12 11 10 9 8 7 6 5 4 4 3 3 3 3 4 4 11 10 9 8 7 6 5 4 3 3 2 2 2 3 3 12 11 10 9 8 7 6 5 4 3 2 1 1 2 3 4 11 10 9 8 7 6 5 4 3 2 1 0 1 2 3 12 11 10 9 8 7 6 5 4 3 2 1 1 2 3 4 11 10 9 8 7 6 5 4 3 3 2 2 2 3 3 12 11 10 9 8 7 6 5 4 4 3 3 3 3 4 4 12 11 10 9 8 7 6 5 5 4 4 3 4 4 5 12 11 10 10 9 8 7 6 6 5 5 4 4 5 5 6
"ID277" 19 19 18 18 17 17 16 16 15 15 15 15 15 15 15 15 18 18 17 17 16 16 15 15 14 14 14 14 14 14 14 18 17 17 16 16 15 15 14 14 13 13 13 13 13 13 13 17 16 16 15 15 14 14 13 13 12 12 12 12 12 12 17 16 15 15 14 14 13 13 12 12 12 11 11 11 11 12 16 15 14 14 13 13 12 12 11 11 11 10 10 10 11 16 15 14 13 13 12 12 11 11 10 10 10 10 10 10 10 15 14 13 12 12 11 11 10 10 9 9 9 9 9 9 15 14 13 12 12 11 10 10 9 9 8 8 8 8 8 8 14 13 12 11 11 10 9 9 8 8 7 7 7 7 7 14 13 12 11 10 10 9 8 8 7 7 6 6 6 6 7 13 12 11 10 10 9 8 7 7 6 6 5 5 5 6 13 12 11 10 10 9 8 7 6 6 5 5 4 4 5 5 12 12 11 10 9 8 7 6 5 5 4 4 3 4 4 13 12 11 10 9 8 7 6 5 4 4 3 3 3 3 4 12 11 10 9 8 7 6 5 4 3 3 2 2 2 3 13 12 11 10 9 8 7 6 5 4 3 2 1 1 2 3 12 11 10 9 8 7 6 5 4 3 2 1 0 1 2 13 12 11 10 9 8 7 6 5 4 3 2 1 1 2 3 12 11 10 9 8 7 6 5 4 3 3 2 2 2 3 13 12 11 10 9 8 7 6 5 4 4 3 3 3 3 4 12 12 11 10 9 8 7 6 5 5 4 4 3 4 4 13 12 11 10 10 9 8 7 6 6 5 5 4 4 5 5
"ID278" 20 19 19 18 18 17 17 16 16 15 15 15 15 15 15 15 19 18 18 17 17 16 16 15 15 14 14 14 14 14 14 19 18 17 17 16 16 15 15 14 14 13 13 13 13 13 13 18 17 16 16 15 15 14 14 13 13 12 12 12 12 12 18 17 16 15 15 14 14 13 13 12 12 12 11 11 11 11 17 16 15 14 14 13 13 12 12 11 11 11 10 10 10 17 16 15 14 13 13 12 12 11 11 10 10 10 10 10 10 16 15 14 13 12 12 11 11 10 10 9 9 9 9 9 16 15 14 13 12 12 11 10 10 9 9 8 8 8 8 8 15 14 13 12 11 11 10 9 9 8 8 7 7 7 7 15 14 13 12 11 10 10 9 8 8 7 7 6 6 6 6 14 13 12 11 10 10 9 8 7 7 6 6 5 5 5 14 13 12 11 10 10 9 8 7 6 6 5 5 4 4 5 13 12 12 11 10 9 8 7 6 5 5 4 4 3 4 14 13 12 11 10 9 8 7 6 5 4 4 3 3 3 3 13 12 11 10 9 8 7 6 5 4 3 3 2 2 2 14 13 12 11 10 9 8 7 6 5 4 3 2 1 1 2 13 12 11 10 9 8 7 6 5 4 3 2 1 0 1 14 13 12 11 10 9 8 7 6 5 4 3 2 1 1 2 13 12 11 10 9 8 7 6 5 4 3 3 2 2 2 14 13 12 11 10 9 8 7 6 5 4 4 3 3 3 3 13 12 12 11 10 9 8 7 6 5 5 4 4 3 4 14 13 12 11 10 10 9 8 7 6 6 5 5 4 4 5
"ID279" 21 20 19 19 18 18 17 17 16 16 15 15 15 15 15 15 20 19 18 18 17 17 16 16 15 15 14 14 14 14 14 19 19 18 17 17 16 16 15 15 14 14 13 13 13 13 13 19 18 17 16 16 15 15 14 14 13 13 12 12 12 12 18 18 17 16 15 15 14 14 13 13 12 12 12 11 11 11 17 17 16 15 14 14 13 13 12 12 11 11 11 10 10 17 17 16 15 14 13 13 12 12 11 11 10 10 10 10 10 16 16 15 14 13 12 12 11 11 10 10 9 9 9 9 16 16 15 14 13 12 12 11 10 10 9 9 8 8 8 8 16 15 14 13 12 11 11 10 9 9 8 8 7 7 7 16 15 14 13 12 11 10 10 9 8 8 7 7 6 6 6 15 14 13 12 11 10 10 9 8 7 7 6 6 5 5 15 14 13 12 11 10 10 9 8 7 6 6 5 5 4 4 14 13 12 12 11 10 9 8 7 6 5 5 4 4 3 15 14 13 12 11 10 9 8 7 6 5 4 4 3 3 3 14 13 12 11 10 9 8 7 6 5 4 3 3 2 2 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 1 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 1 14 13 12 11 10 9 8 7 6 5 4 3 3 2 2 15 14 13 12 11 10 9 8 7 6 5 4 4 3 3 3 14 13 12 12 11 10 9 8 7 6 5 5 4 4 3 15 14 13 12 11 10 10 9 8 7 6 6 5 5 4 4
"ID280" 16 16 16 16 16 16 17 17 18 18 19 19 20 20 21 22 15 15 15 15 15 16 16 17 17 18 18 19 19 20 21 14 14 14 14 14 15 15 16 16 17 17 18 18 19 20 20 13 13 13 13 14 14 15 15 16 16 17 17 18 19 19 12 12 12 12 13 13 14 14 15 15 16 16 17 18 19 19 11 11 12 12 12 13 13 14 14 15 15 16 17 18 18 10 10 11 11 11 12 12 13 13 14 14 15 16 17 17 18 10 10 10 10 11 11 12 12 13 13 14 15 16 17 17 9 9 9 9 10 10 11 11 12 12 13 14 15 16 16 17 8 8 8 9 9 10 10 11 12 12 13 14 15 16 16 7 7 7 8 8 9 9 10 11 11 12 13 14 15 16 17 6 6 7 7 8 8 9 10 10 11 12 13 14 15 16 5 5 6 6 7 7 8 9 10 10 11 12 13 14 15 16 4 5 5 6 6 7 8 9 10 10 11 12 13 14 15 3 4 4 5 5 6 7 8 9 10 11 12 12 13 14 15 3 3 4 4 5 6 7 8 9 10 11 12 13 14 15 2 2 3 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 2 2 3 3 4 5 6 7 8 9 10 11 12 13 14 15 3 3 4 4 5 6 7 8 9 10 11 12 13 14 15 3 4 4 5 5 6 7 8 9 10 11 12 12 13 14 15
"ID281" 16 16 16 16 16 16 16 17 17 18 18 19 19 20 20 21 15 15 15 15 15 15 16 16 17 17 18 18 19 19 20 14 14 14 14 14 14 15 15 16 16 17 17 18 18 19 20 13 13 13 13 13 14 14 15 15 16 16 17 17 18 19 12 12 12 12 12 13 13 14 14 15 15 16 16 17 18 19 11 11 11 12 12 12 13 13 14 14 15 15 16 17 18 10 10 10 11 11 11 12 12 13 13 14 14 15 16 17 17 10 10 10 10 10 11 11 12 12 13 13 14 15 16 17 9 9 9 9 9 10 10 11 11 12 12 13 14 15 16 16 8 8 8 8 9 9 10 10 11 12 12 13 14 15 16 7 7 7 7 8 8 9 9 10 11 11 12 13 14 15 16 6 6 6 7 7 8 8 9 10 10 11 12 13 14 15 5 5 5 6 6 7 7 8 9 10 10 11 12 13 14 15 4 4 5 5 6 6 7 8 9 10 10 11 12 13 14 4 3 4 4 5 5 6 7 8 9 10 11 12 12 13 14 3 3 3 4 4 5 6 7 8 9 10 11 12 13 14 2 2 2 3 3 4 5 6 7 8 9 10 11 12 13 14 1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 1 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 2 2 2 3 3 4 5 6 7 8 9 10 11 12 13 14 3 3 3 4 4 5 6 7 8 9 10 11 12 13 14 4 3 4 4 5 5 6 7 8 9 10 11 12 12 13 14
"ID282" 16 16 16 16 16 16 16 16 17 17 18 18 19 19 20 20 15 15 15 15 15 15 15 16 16 17 17 18 18 19 19 14 14 14 14 14 14 14 15 15 16 16 17 17 18 18 19 13 13 13 13 13 13 14 14 15 15 16 16 17 17 18 12 12 12 12 12 12 13 13 14 14 15 15 16 16 17 18 11 11 11 11 12 12 12 13 13 14 14 15 15 16 17 11 10 10 10 11 11 11 12 12 13 13 14 14 15 16 17 10 10 10 10 10 10 11 11 12 12 13 13 14 15 16 9 9 9 9 9 9 10 10 11 11 12 12 13 14 15 16 8 8 8 8 8 9 9 10 10 11 12 12 13 14 15 7 7 7 7 7 8 8 9 9 10 11 11 12 13 14 15 6 6 6 6 7 7 8 8 9 10 10 11 12 13 14 6 5 5 5 6 6 7 7 8 9 10 10 11 12 13 14 5 4 4 5 5 6 6 7 8 9 10 10 11 12 13 4 4 3 4 4 5 5 6 7 8 9 10 11 12 12 13 3 3 3 3 4 4 5 6 7 8 9 10 11 12 13 3 2 2 2 3 3 4 5 6 7 8 9 10 11 12 13 2 1 1 2 3 4 5 6 7 8 9 10 11 12 13 2 1 0 1 2 3 4 5 6 7 8 9 10 11 12 13 2 1 1 2 3 4 5 6 7 8 9 10 11 12 13 3 2 2 2 3 3 4 5 6 7 8 9 10 11 12 13 3 3 3 3 4 4 5 6 7 8 9 10 11 12 13 4 4 3 4 4 5 5 6 7 8 9 10 11 12 12 13
"ID283" 16 16 16 16 16 16 16 16 16 17 17 18 18 19 19 20 15 15 15 15 15 15 15 15 16 16 17 17 18 18 19 14 14 14 14 14 14 14 14 15 15 16 16 17 17 18 18 13 13 13 13 13 13 13 14 14 15 15 16 16 17 17 12 12 12 12 12 12 12 13 13 14 14 15 15 16 16 17 12 11 11 11 11 12 12 12 13 13 14 14 15 15 16 11 11 10 10 10 11 11 11 12 12 13 13 14 14 15 16 10 10 10 10 10 10 10 11 11 12 12 13 13 14 15 9 9 9 9 9 9 9 10 10 11 11 12 12 13 14 15 8 8 8 8 8 8 9 9 10 10 11 12 12 13 14 8 7 7 7 7 7 8 8 9 9 10 11 11 12 13 14 7 6 6 6 6 7 7 8 8 9 10 10 11 12 13 6 6 5 5 5 6 6 7 7 8 9 10 10 11 12 13 5 5 4 4 5 5 6 6 7 8 9 10 10 11 12 5 4 4 3 4 4 5 5 6 7 8 9 10 11 12 12 4 3 3 3 3 4 4 5 6 7 8 9 10 11 12 3 3 2 2 2 3 3 4 5 6 7 8 9 10 11 12 3 2 1 1 2 3 4 5 6 7 8 9 10 11 12 3 2 1 0 1 2 3 4 5 6 7 8 9 10 11 12 3 2 1 1 2 3 4 5 6 7 8 9 10 11 12 3 3 2 2 2 3 3 4 5 6 7 8 9 10 11 12 4 3 3 3 3 4 4 5 6 7 8 9 10 11 12 5 4 4 3 4 4 5 5 6 7 8 9 10 11 12 12
"ID284" 16 16 16 16 16 16 16 16 16 16 17 17 18 18 19 19 15 15 15 15 15 15 15 15 15 16 16 17 17 18 18 14 14 14 14 14 14 14 14 14 15 15 16 16 17 17 18 13 13 13 13 13 13 13 13 14 14 15 15 16 16 17 13 12 12 12 12 12 12 12 13 13 14 14 15 15 16 16 12 12 11 11 11 11 12 12 12 13 13 14 14 15 15 11 11 11 10 10 10 11 11 11 12 12 13 13 14 14 15 10 10 10 10 10 10 10 10 11 11 12 12 13 13 14 10 9 9 9 9 9 9 9 10 10 11 11 12 12 13 14 9 8 8 8 8 8 8 9 9 10 10 11 12 12 13 8 8 7 7 7 7 7 8 8 9 9 10 11 11 12 13 7 7 6 6 6 6 7 7 8 8 9 10 10 11 12 7 6 6 5 5 5 6 6 7 7 8 9 10 10 11 12 6 5 5 4 4 5 5 6 6 7 8 9 10 10 11 5 5 4 4 3 4 4 5 5 6 7 8 9 10 11 12 4 4 3 3 3 3 4 4 5 6 7 8 9 10 11 4 3 3 2 2 2 3 3 4 5 6 7 8 9 10 11 4 3 2 1 1 2 3 4 5 6 7 8 9 10 11 4 3 2 1 0 1 2 3 4 5 6 7 8 9 10 11 4 3 2 1 1 2 3 4 5 6 7 8 9 10 11 4 3 3 2 2 2 3 3 4 5 6 7 8 9 10 11 4 4 3 3 3 3 4 4 5 6 7 8 9 10 11 5 5 4 4 3 4 4 5 5 6 7 8 9 10 11 12
